hash,obfuscated,time
7cdf7975134a36c825af43d972f5dac262230f27d1b360ca06e932461e135e2e.apk,True,26.39
ec3a31bb44d55b53e8a7de80284523cb6098a22b507113834b87368748f4a94d.apk,True,20.42
95b600270d8abc273eba4a0f0c4e17c2fa73adcc94e8b458b06d25893eb2e80f.apk,True,43.77
ac1fa26e1b9b1f5d5a5b11fcd2e9b1e367bae018ce99fe429ca53d9368bb91af.apk,True,52.46
deddac141b748306253f92e515c1cb075d195cb3a1fa0c3044c63875c515d7c7.apk,True,22.38
a974b26bfe424a406a2a101f5a92da66d814b010d1d99b56eb33fe31cb4e9117.apk,True,30.61
9955a8cf1cdd4810dee67283112586b57c788672a6d2d823c49edd7f10fe6360.apk,True,8.73
3f18f5533213dc461ecff6f99d13d50dc01ccfa610e118666af5a3a4d632bdc7.apk,True,16.32
5b7978b8f73957ac4d14264ad59e92c733e80a4b4e47cc2579e54c4ee1965568.apk,True,17.91
1bbb29b7d49580484d7ab9adfbd83c38c8abc10b05b3523920d86344be992d04.apk,True,18.05
4357d674f9b2e08c53ec46ea5d8964c4280b02fe00dbab90bc9f5c6522ac36e4.apk,True,28.53
3e37290e008e40ee60800d4dbf20b09180c4c2d2e1d7820222a11d68e52f2e6f.apk,True,14.50
c6a0206fc79d22105f2addb8bdc9b07c81a97d2d9d4d5de83ace063dbee8824c.apk,True,18.29
dbc032dd942bd5c49fead67549d639db6dbbc92562626cde79b6de6f7b529970.apk,True,16.44
4e4ddae4aae1b9ff18f4aebc07d4a268ac2179a4c9e8a186cc82a02936b88a24.apk,True,34.99
ed376d7a345724c562e2d68370b9278e62282df22c869e286c6ac24600844531.apk,True,24.01
611b8be71f79831505e482ad3bc60e3edd42806b4f33cf4ea80897586befd73f.apk,True,11.73
79582ba646422f05a57eede2d601f06bd37991173de6c5a82bd7261506587d68.apk,True,23.08
4e66d64853fda8d1936a1233abd2e91fb8fa67b4ec821e0529e770bfdc7444d0.apk,True,18.26
515c48753940cf6339ecae7975860b66477a1ddb9f1a65de0942766f425ca362.apk,True,17.77
b242464472251efa2f6d012a0f16b4639e553babaed8015be5308bc1c5d85fa5.apk,True,18.25
3e7e4e59df42b978c6c476f3d6e7c9c61d7477630423859aa30458a1e4e5deab.apk,True,31.34
723c26e6e02f3f30f2d8d3a2a6f9eafca6822b724f365fa6a89b2362a65c4606.apk,True,14.54
45e0edb623de809c90c20ed21b9fab8989e7472eec3db515ccb67946839cc8ab.apk,True,18.71
89f3033ee49e4eeae33639e454c04089f4e87d9a9cd913b19d4310156c6649a9.apk,True,20.29
f8ca99fd3b900604fe79a8c0598423df0d034315fdd3dd3ab75eed533150d433.apk,True,20.52
9ee63bb96e271f7e724a1225d62beaf94ffd0cc258d6b504ab97942fbac4a4c5.apk,True,48.97
2cf178086d8d560bc92220fb74e8e07799e838e3a46a98ebe8439d36c4b30f10.apk,True,40.91
d3ff2b3ef64a148aab8ea38b3c42ccbb7035c467223a374fc1a1dbfe53b24bfa.apk,True,8.69
4ad03f2ba18ec50e60a4871c5086da197263b0467e3ac1536ae6b7be692f02f6.apk,True,17.73
a237e1552252848544ea0f507aadab6827cfd8bda3fc90cb453b9aad54919426.apk,True,19.82
1d522035c715d83b8a6f2012adc605ca3e98e45c065a57d8836072bf9b8090ce.apk,True,19.05
05df631a65e4dbb537ab40632e67712ea171683d7309c72e4587dcba5a1ddc71.apk,True,83.06
97ec27be471b4cacfc50900141ad94dc38771d46f50f850e2b8b7355516f874b.apk,True,12.47
e28a4a972b445064138288f7dd6d9fa619e80a3c1a9a86ead6d2a2a1f568e29e.apk,True,20.33
87fec9bbf2bc05072c12fdcd76ee2b572498b7ab9feb34d4c0a6d5c4d3ade7aa.apk,True,17.69
ca38ae7de9df3a9c196c676acd5df4c05930a31569b14fe0afd6e1f95815bbbf.apk,True,17.55
24dd2f2ef422d134bafe4574a26bd7693e7d58144dfd4c18eb193411a5dee440.apk,True,25.26
32c949d1d462f25c7799951749a15cd62933e8fad2368ba1c05015732f26a777.apk,True,20.92
6f7c85bdf396d6fec81556be42b30881f918e8ee494d82ef106fa46f0dc9da28.apk,True,19.11
ce5cb30638902b3ad008a3875ec83f2b986caf7be183a4bbeb4e252057205020.apk,True,24.78
b512ad051a8a62e50ecb8cfc136f6ba221b09818e2608283d56ba44b4b2e2be2.apk,True,26.83
6dd678721a920acbea31e1fc96ced35983c5954a2eb82a8d550294a99c8afced.apk,True,69.88
d7d011cb694884361779b523f5f24e2349605504469543c9241d13226e50ecf1.apk,True,45.01
a80a84bfe74b9cf372270f02b6002608c161651e3ad126d6868df54a151b97f4.apk,True,19.96
2b1e87d1e7360810bb5945da4cd85c77208938094bd0b8f8516308991a0efa10.apk,True,15.05
00b097cd3f1fa1bfe06cb4018454709e5d42033cde40c3780e582d8ad52ed281.apk,True,24.89
5682572a696998d06e9847c05f8f4403a5d7e114d4d2ebda2d3f2e8ca0907551.apk,True,21.31
9db0c111880ae98e5c340de81f541424ccc75e3a4e3da85ec8dbf8823b662431.apk,True,14.53
3349b5d9fa94f86a9e060b68790621e936da0289c46b3f025d2037b67637f1dd.apk,True,13.10
04e76a630f3b59a47c0a3fde1a4f99b4e7387a220e93955e6d5e203ca2d77616.apk,True,21.65
a10c38a60e84a19688bb0de790cc666b9fac4d635387e2ec8147aa6b19b87b78.apk,True,49.88
b2e7cc51d7fc92444049affca5501c3b442e722697b751a56b577608880b618a.apk,True,30.56
9bf24e515a71045438c3df8c08b353c8a762d5bbb9c8f51d21a64b72901e681d.apk,True,19.68
48915202ef417d9e971cc4d26a26b2cd43f088a11d96994f046a39752b84a7af.apk,True,25.57
7ee4634660e13b7ca4da450c191c6bc349324387bffda8740706d5ba9807d605.apk,True,15.15
f67cdf7e2916325814a35d0043860207de085a67714ad4bb464deb8e90d3b6ce.apk,True,18.92
5871e2f3e4b8d9b93e821c4642c5896c2bf6a5ebe3e3e4da2a91b844451cddde.apk,True,14.11
7ed26e8a67f0d2a182095888a5681e41af1e15e524e1ce6d65d4d162b7e0ef18.apk,True,10.58
eb729863622fb7e1e4b1cd6667d5b857c4823da64f46c4399cc1a47eb5d2d2be.apk,True,33.66
b8b7b714fa9a8238c0b06d6d36b9bb219302472e6e0aefc3566857943b3e3ea7.apk,True,9.04
3e89a735c0b7d85fba1e46c968dc46149847cf0783a1a17a164c80504689349b.apk,False,29.97
0c2f3b0e7cefcfa3a4ef50885e03aaaa2da4872f1a42df7f6336d3a376fb5859.apk,True,20.43
5fa4bc65eaa1286ea1b3472cf01cb746c8135ff0191d443b1ac383f32fe50640.apk,True,22.96
ebe966e99596004bd46784eddd6fc30b5f431d728b426cdf65e2118469c341eb.apk,True,15.19
feb5b3a86614eb9b082e27cb77cc28f49ae0ad0d9e555ceb3744cd4cecf15af3.apk,True,37.93
237ee7abb8bc5d75765fd584fff838307b4032a2e19588e2a3fc315fa0d77ebd.apk,True,22.16
109f4c90fa50cc4be8f1064efee0225519171f4a2de4309136ad13253b87c84e.apk,True,5.24
c9335a01d7d1fb9ba460deb9c1f7d9f4081fd7fe25296f33d8449239bdf314a1.apk,True,30.09
0fa40ce6bdb64ae7e612d40d098c6c3c7718a7af54d2f708853df3ef78fb07da.apk,True,21.35
24cdc5c71b788d376233a2cd029d74454b0fe1d84071c9ed78d293e2cefd1577.apk,True,18.71
5b62933758e46cb691cae55980257611751d111cba8f4ff4756b96ed9dd229d6.apk,True,14.99
febcb60c2bca51db8d8189012f22b5a5b150057ecfa1c1078b9f0ae5a0e4169e.apk,True,20.03
481522783d456ae4bfcad7687a5f56765a3c5b6eeee7029bc1c7c4b666fb16dc.apk,True,50.25
63ee216e89873b64c5eaff6b17a4d5602158891cbbf08712c6e996c38697ccaa.apk,True,10.15
4b6e68d1e3b2318e74e0b35a2f6bf9038e4716170dea3decf080f880e475b533.apk,True,30.05
2c828ef111981c75a6aa6a9830fbc2f9458a03343ff651c5ddd5af9782ae96a0.apk,True,13.95
aeb329971720e453a1768d60823a3d2705fb37215909fd93edb7a440b90bd610.apk,True,38.66
c29632b15263b52bf39c9747f1439ff03de47b160a2f86cea238ad75b3b39747.apk,True,29.79
8977c7f319382fb7a3786e446a283026d7a16cc9cddceec5b55113c4e5ee57b9.apk,True,17.60
fe26bd9dee25a297357bca6828f0d13cc3803baf52add705735e401a5e7b100d.apk,True,23.07
ca55051300542dbc44993fcfdbfbd3f9ef33bf42182f0748dd8cb6a5ec4b301c.apk,True,15.26
8b3e8e37093dc2555f682ed9eb6001e8809f2312f711ad7bae1c4780e79fcb4d.apk,True,34.57
43a16744c9070b45e2278b1e82c3160b9aa397953c6d442a17e68d97ee521b7a.apk,True,26.79
c2441aaf2671578c5e3c239f3d5e9b7463c823337a1d36bc9196ca4786276b9c.apk,True,22.45
27f208ce1b6124caf8d0653be159210a3715d0e36f84a006370a78b35ba82557.apk,True,47.83
d178831d83549e680681f0a61498b4fc6440a4fd3e3cb8d85409c746c8b024b2.apk,True,17.22
d46818ba4d45a9af7a7a40dbcb1d16f464f52eeb5d28fb07590038814f414287.apk,True,17.57
52fbe0dcd3536f386c649abe3a75f49bb444ee5ec92727fbc8e89d2cde29c9d5.apk,True,13.11
38bf886de3371509cff6c6ab837bea1844fb0f9b9d6aca452cbfc0341cb942bf.apk,True,7.05
92f8add34a428d8e35f1cb982024ee0515d7d6641226b9126fcaa3ec321f98ab.apk,True,19.06
4360ad10fb41bb3b0f84270c742549452397997d32696430c6df2a127217130a.apk,True,12.24
40fd1e65cf224cba801273a998c897266324f5bab4a26a438306e7c990a6e33d.apk,True,19.88
1913299c5a5a5a0f406432aae665b29cee2d1a1f9787317c9c82a81837b15da9.apk,True,18.80
facc071d2ba1563dc92541788bbd148ff2c12d655ac316551763aea5cc7bbc45.apk,True,12.70
56d04ebedba0bf9f17e09e2a6876869c674f9e997a45c7f4217bbbe4aab12e49.apk,True,43.31
461e43d243f5cae0424700b30d122e7550c8e9b53bfca792a23fee709cecdf37.apk,True,43.08
21abd56bae508d32edb27c6a4dfcf4aa0ed2a4c2396ceaabae73b0c3adeb05e4.apk,True,17.53
4b92de4669936a6fa30ed7e9e31946f6a0896205ea41ae66c0cf5f09d4f2e481.apk,True,27.55
95c69800522be74284aff2d35eab3457fc9047e93101f9851c2a11fddb5c1b11.apk,True,16.78
324f95aed455c7b67228e4816b56b5f92aeacccfe0ae8807584f90d1208db6f3.apk,True,15.15
833f80c884e661db9edf60c193e4fd6e76cdcd7b5bd375f34cef887771d07197.apk,True,23.31
e09ef58089a400ad694f11a117301c7648132fb484bb47635c1bf02013b4fa0d.apk,True,16.58
359b4144741d00351fffa20f13a41d3306345e391c8a8406653bc04caa68a762.apk,True,15.86
dadceed9eab15a366d4640a01fd45367101f30aaf150fc35c8c3f28f75cbde55.apk,True,17.38
8544d1275d150a35d56cbe61d22ecc33ff4434775a25f0f4f06da27358ff127c.apk,True,17.68
1c976e7864002d8bd9743e2e0b6b80cdc57c7393626f6931c5798cc40bda51c4.apk,True,19.93
39c08737566926c8dc7dc6d26b1feeafc40d602b6803385aba82b91e207e501d.apk,True,17.45
386fe82fc598cd9cda980a261f84678f282edef92d95c7552fa81ef4ed8e3aff.apk,True,19.24
63e1bfe50551c17c2c3d8f3571691f6c0d7aac6b8e029af6a530592ad2461fea.apk,True,17.06
f4ccbc62906a18dcfb1c9c7ce6c76ee2f73a6b0b9b294938f3c7dbb391fb7969.apk,True,57.35
95c5fa650ebdc867cdad9e44f78449ee2a7373be1853eda1be3c05fbac1526fd.apk,True,27.41
c1dab934d4d16df92767c445340f44eadec19cb9d94eba4902de8502659734e4.apk,True,64.05
2c2b22e8e125b38e70283c4b4a73d59d6614db8a7ab225d7384bbac99c8b71fc.apk,True,14.19
a12ab0c449598931406f1bf011cbd182fe763e8ba572c744116be3eff8bff605.apk,True,18.98
baff012886e9df09e45904d63b9f1d00635af120337e66c531185d9eda8381b7.apk,True,34.65
090628bea540bbb5f8d86f9a2277835381dbec1dd55c125cc3f24a981ff44e9b.apk,True,20.18
d6ff7b36687fbb0e492616828e27b422f5a0af1e94688adb0499d827fa3fc892.apk,True,39.74
b8aff6f64d05e1e21413ae5f55b26a901191c717c5ce25505421ec3c123125c0.apk,True,23.53
5c4b4a4d536622882759fb184538439966c80f30deda8d3ef5828b227ead1646.apk,True,37.94
3c28397857555c5eec8d6c833ea401a437daa97f6a3079059b0c252b41dc1d0f.apk,True,16.46
a868ec4e27f6a0ddfa1fb8e54cd11cbfdc428f99b9458e73aaa5831a62810007.apk,True,16.22
b23acb02c879a4a8f5414c46bfa196a47e1b5f35a6c5f025d23c4822fd493254.apk,True,22.07
9448a18ae9f21e97cb3f0e2a45af9db9b31bb5a5f3a0f46063e6256e93a7fd70.apk,True,29.75
42b7c75525cbf083775aa22135cf04df25fe80f416a32e6311e6f75959a01e5d.apk,True,18.79
5838ec2e9c4183e1e9e11f93f9300f6dcccf1f869bf54169f00f76cc145649c3.apk,False,18.43
2769bbf996caa6d40a2ae1410729cf70f7682897ea14ad9a20db6309153ebb10.apk,True,24.80
639663d86852fecf4a14417bfd2666ef1ace51d74cf0a1f21421e67b179adef0.apk,True,3.26
58fbaa7ce641de8a2d8398ab6c1e1df1e0b421f11889c00c0f30876183e1fd50.apk,True,17.72
9f675c81a3d460e6be0a5c9968784e60420e3d37115888163304d34abff99511.apk,True,20.33
d7d5ccaa99750eea84d8dd41b73fa255010167157867bcd53beefddf7edd5a79.apk,True,28.09
3bba6192964f775230c2863ee7bf21f53e73fefaa8f824c7d036dcc7334cb8d1.apk,True,17.50
1836718b1e5d2694e9e928fa04a8d8a37c07d1d02a141f7e9d0541f3398b49f4.apk,True,48.29
7cb46e59836ff6cd19eb1b0a3919d087120669fcb40cc3f2ecf11fad11e33835.apk,True,14.32
14a42a000a1d0f54dac3a9c33a2f50be900c8068ddc3a8b88de3afb29c872031.apk,True,40.79
edab78329ee8aced0fc23d8082314fe88bcf6ccb27f66a38b002d240ae875e9b.apk,True,3.10
c7aaadeea86044a13aa508859d84a31e41344a9c285e2bb016cf79ab86902a91.apk,True,24.03
2ec5d7b039d54ec9031ef116f4dafa1c492a070fe2d4be3338a87d27b1b93971.apk,True,20.44
8f299beaf86fd077ec4d460812472a13b0409e407bef908d8e1b2ace8160ba0b.apk,True,17.73
defce6c9d9c5a353d2fa84f2fb32e86ba561009ec93963ad4cafcdb07202e1c0.apk,True,8.39
1f4c38379549f9076e4a688b910e649e8aed46beed914d871fb5a2d852c6434b.apk,True,12.50
c1ef0da3536c708e27f2a7d07f17e54383091a83788f3a0dfa097b91f853a61f.apk,True,14.44
6b27eeb1b66b27907313ebd55f113c685570b5eb9ac7677a2e00c3e470d9ea1e.apk,True,42.70
1ae371a33bdc2b69eeba87adcb5699d9d6a2c6e4fc2161cd2f73e10a3d956c51.apk,True,11.62
033422cff5c37f0b6e19b94c3277fbf3a07d2f439aaaaeaf2a8a3ec9b4757bff.apk,True,12.05
81c49e5249c505999790425641e9ffa84125d913621ac30091727c6c8e0deac1.apk,True,21.36
39c4f13231f3c64a7d080c6e72ddb1e631e79c5efb2378db74a6ab359463e8da.apk,True,62.25
2d13aa69276b66321040672e5e8ce02a47c1f19d14612aba3a729116f640cf5b.apk,True,2.84
20f32f1fb07a7adb9b9b10aa36afc9bb2f10b67db1a2e39dcdc590868e4c3ec9.apk,True,17.67
8d119493744da2b2f3a5f2dd76edfdcb4ad5d35b4d3d7f4b403df84316bb26dd.apk,True,25.50
238f081829a7286a1b1c1a2e40a01fa0b6a13b1a01f7a927213060edb55995b2.apk,True,14.65
9bc801e6da937b2bf6a1b39e2d1890cead137250e25edb67e26c8d07add1ad66.apk,True,16.77
4a3ddb95f97d1f8c438d33f4274a6ace8b8da9d00e54741fd69367db148fb477.apk,True,35.14
92e491415116c19ad58d60ccefbdfca7ddb6612eb235e19cdea681ee8747a187.apk,True,27.77
0b41f6f6dde9b9a64350ef955d9f59ad1ab41f048f19059d0bbaefd4e56fde52.apk,True,22.01
55586561436dd7ba20dc1d2aebe5725704a9676249a8f002cea6908f90c8ff9b.apk,True,10.60
f4c4641ea1c92c61bab350799919cba3e3c460ecaba405823e51b420a208d390.apk,True,30.83
a59e5f8141841891324a86c57ed5a010f220db59be582beac89d8f3f78a90ac0.apk,True,25.98
959317db09a777f1d61d7931382d9db37355bb6d75bccb95ae7680595c3c95f7.apk,True,55.90
84a7e04a5111d48788ffb5f4544692be0dc56c68026f886698456725f4d2b329.apk,True,14.05
d72c894e7429e9cdd01ff1838f6acd8ba0211cf32cc054dca4c92089566c13c4.apk,True,84.67
fd5c0a89ef0629fdabeab1e65e0e097f0eb098954c20fa08b48038de32fe0d0b.apk,True,22.12
079cc9508460f6e9194c776d06f24fc4d851b2ddfa5415949d3b102eea8e9011.apk,True,27.61
d8d830bc2ebbdc0dd502b93b4fbd7d5711abc4f79e2d36d7b0733beb2b7b22d2.apk,True,24.49
a2fd1746d8aa66411c1384ba9ca47d0793d8496ebbeda89bfffdaa2bc70f81f9.apk,True,22.55
74defd1175eaafb7dd6f3b3e806379c7d5834255dddaf6845c2e464b116eef41.apk,True,39.91
291b7b600b28e1c560ab809d0cca53c0a60fe3ab5a65f4f6acc59494cd80c17a.apk,True,15.39
ea1ca2104d089a9d4ed489b896e19d481cf1f54cf019fbf26d296fbb48914102.apk,True,11.66
8ab1755e9a8c00855d365d3f70e2c3830a4433d22fe091033d241c0d299c1d6a.apk,True,23.07
9b613f4507dbf4cd18be9d9e0c30ad03906a2a0cab5167ef291b08cd9b83afff.apk,True,18.41
0a44b8be5a752ff462f9fdfe4aa8662d243a2cdbd92a7a09689cac360c547017.apk,True,60.62
f7658dd39c1a288187803fc42d3527d17ace248aec053be5db2ede72d55e3184.apk,True,18.55
cad9722983b44d6721f804c0cc93acfa4fa83040e1b76b6701d86ca929e61772.apk,True,41.69
31adfd2c21a445afc3a7d14dfcd38d95e3066abfe04a8d5143aaa7113716404e.apk,True,14.87
fc1d27f7a0de25cc6d3c75a608a2577203b38316e3ac841c6551a17ed83a20f1.apk,True,16.86
7ae819b329bfc43c11887e422a0faa666292ca0b335a98eab4725cdebb1e471d.apk,True,12.36
cd405fd04486a4bad41fa2996fc0c219e24dc142f709b42143f9157cef815a9b.apk,True,28.20
7c21e6ce5dba41b06972f20802b87ff41dea6ca1d8fff5b98dba0ab76730be56.apk,True,17.75
07a21d1213201c3b52b3804f4f0ecab62ce4683c744dc49ed674aa70293aabe6.apk,True,23.42
0ce39e84715fbadcaf3e49f7ba6e173f014a111ceee7ae836553543095615d86.apk,True,14.12
cc031b79b993c84487b870643b3abda98f93d15ca4045e6ae6e5f81685b3b1ba.apk,True,136.88
17d3f5d26e8c39003c4b2789c126b6269658291cae5cf957ee00639aa7b31770.apk,True,14.28
5aadf99b8572b73a6468b9ed79bfc8b566baf70be8e8871702637b075c124c3a.apk,True,10.04
b1a2afb9a1907afbc2d7463fa39dbe69157cf66e18eb03ed3301b24f5fae1f9b.apk,True,22.22
